Binomial.1.2,k_medoid_herbivore,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Substrate.Source,Substrate.Notes,Food.Handling,Food.Handling.Notes,Food.Handling.Source,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes
Glyptotherium_floridanum,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Isotopes (C13+018) Genus,"Perez-Crespo, V. A., Cabrales-Arroyo, J., Alva-Valdivia, L. M., Morales-Puente, P., & Cienfuegos-Alvarado, E. (2012). Diet and habitat definitions for Mexican glyptodonts from Cedral (San Luis PotosÃ_, MÃ©xico) based on stable isotope analysis. Geol. Mag, 149(1), 153â€“157. https://doi.org/10.1017/S0016756811000951","Primarily a grazer, but also browse",Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",Gillette and Ray 1981,"Gillette and Ray (1981) argued, based on co-occurrence with fossil capybaras, that these were aquatic grazers. However, biomechanic evidence suggets their feet were too small (Fariña 2005)",Mouth,,Inferred,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,open areas near springs (Perez-Crespo et al. 2012)
Gorilla_beringei,yes,Reported,Journal of Human Evolution 32: 523-559 (2002),NA,NA,Estimated,14,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,0,3,0,0,Gregarious,NA,14,,,,,NA
Gorilla_gorilla,yes,Reported,Journal of Human Evolution 32: 523-559 (2002),NA,NA,Estimated,14,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,0,3,0,0,Gregarious,NA,14,,,,,NA
Hadropithecus_stenognathus,yes,Reported,"Werdelin L & Sanders WJ (eds) Cenozoic Mammals of Africa (2010). Subfossil Lemurs of Madagascar Godfrey LR, Jungers WL, Burney DA",NA,NA,Estimated Isotopes (C13) + Dental wear (microwear) Species,"Godfrey, L. R., Semprebon, G. M., Jungers, W. L., Sutherland, M. R., Simons, E. L., Solounias, N., & Solouniase, N. (2004). Dental use wear in extinct lemurs: evidence of diet and niche differentiation. Journal of Human Evolution, 47(3), 145â€“169. https://doi.org/10.1016/j.jhevol.2004.06.003; Bond, W. J., Silander Jr, J. A., Ranaivonasy, J., & Ratsirarson, J. (2008). The antiquity of Madagascarâ€™s grasslands and the rise of C4 grassy biomes. Journal of Biogeography, 35(10), 1743â€“1758. https://doi.org/10.1111/j.1365-2699.2008.01923.x",,Reported Sister Families,"Campbell, J.L., et al. 2000. Description of the Gastrointestinal Tract of Five Lemur Species: Propithecus tattersalli, Propithecus verreauxicoquereli, Varecia variegata, Hapalemur griseus, and Lemur catta. American Journal of Primatology 52:133-142.","Foregut fermentation is very rare in Primates (only colobin monkeys), so presume hindgut - and because they are large they are almost certainly colon",Jungers et al. 2005,Probably not arboreal,NA,,NA,soft,,Reported morphology family,2,2,NA,NA,NA,NA,NA,,,,,NA
Haploidoceros_mediterraneus,yes,Imputed,PHYLACINE 1.2,NA,NA,Estimated Craniodental + Dental wear (mesowear + microwear) Species,"Rivals, F., Sanz, M., & Daura, J. (2016). First reconstruction of the dietary traits of the Mediterranean deer (Haploidoceros mediterraneus) from the Cova del Rinoceront (NE Iberian Peninsula). Palaeogeography, Palaeoclimatology, Palaeoecology, 449, 101â€“107. https://doi.org/10.1016/J.PALAEO.2016.02.014",NA,Reported Family,extrapolated based on extant relatives,NA,"1, 104",NA,Mouth,,inferred,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Hemiauchenia_macrocephala,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Isotopes (C13) Species,"Kohn, M. J., McKay, M. P., & Knight, J. L. (2005). Dining in the Pleistocene - who's on the menu? Geology, 33(8), 649-652. https://doi.org/10.1130/G21476.1; Feranec R. S. 2003. Stable isotopes, hypsodonty, and the paleodiet of Hemiauchenia (Mammalia: Camelidae): a morphological specialization creating ecological generalization. Paleobiology 29(2): 230-242",NA,Reported Family,extrapolated based on extant relatives,NA,"1, 104",NA,Mouth,,NA,soft,,Reported morphology Family,0,0,0,0,NA,NA,NA,,,,,NA
Hemiauchenia_paradoxa,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Isotopes (C13+018+N15) Species,"GonzÃ¡lez-Guarda, E., Domingo, L., Tornero, C., Pino, M., HernÃ¡ndez FernÃ¡ndez, M., Sevilla, P., â€_ AgustÃ_, J. (2017). Late Pleistocene ecological, environmental and climatic reconstruction based on megafauna stable isotopes from northwestern Chilean Patagonia. Quaternary Science Reviews, 170, 188â€“202. https://doi.org/10.1016/J.QUASCIREV.2017.06.035",NA,Reported Family,extrapolated based on extant relatives,NA,"1, 104",NA,Mouth,,NA,soft,,Reported morphology Family,0,0,0,0,NA,NA,NA,,,,,NA
Hemitragus_cedrensis,yes,Reported,"Rivals, F., 2004. Les petits bovidÌÄå©s (Caprini et Rupicaprini) plÌÄå©istocÌÄå¬nes dans le bassin mÌÄå©diterranÌÄå©en et le Caucase. Etude palÌÄå©ontologique, biostratigraphique, archÌÄå©ozoologique et palÌÄå©oÌÄå©cologique. Archaeopress: Oxford",NA,NA,Estimated Dental wear (microwear) Species,"Rivals, F. (2004). Les petits bovidÃ©s ( Caprini et Rupicaprini ) plÃ©istocÃ¨nes dans le bassin mÃ©diterranÃ©en et le CaucaseLes petits bovidÃ©s (Caprini et Rupicaprini) plÃ©istocÃ¨nes dans le bassin mÃ©diterranÃ©en et le Caucase: Etude palÃ©ontologique, biostratigraphique, archÃ©ozool.",NA,Reported Family,extrapolated based on extant relatives,NA,"1, 104",Most likely foraged on steep cliffs,Mouth,,NA,hoofed,two-toed unguligrade,Reported morphology Genus,NA,NA,NA,NA,NA,NA,NA,,,,,Likely a mountain/vertiginous animal
Hemitragus_jemlahicus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,"1,31",NA,Reported Family,2,NA,"1, 104",Most likely foraged on steep cliffs,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,0,Gregarious,NA,1,,,,,NA
Hexaprotodon_sivalensis,yes,Assumed isometric based on teeth size,Journal of Vertebrate Paleontology 24: 464-473 (2004),Hexaprotodon_coryndoni 000 Not a late Pleistocene species,Geobios 16 139-217 (1983),Estimated Isotopes (C13+018) Species,"Zin-Maung-Maung-Thein, Takai, M., Uno, H., Wynn, J. G., Egi, N., Tsubamoto, T., â€_ Yoneda. (2011). Stable isotope analysis of the tooth enamel of Chaingzauk mammalian fauna (late Neogene, Myanmar) and its implication to paleoenvironment and paleogeography. Palaeogeography, Palaeoclimatology, Palaeoecology, 300(1â€“4), 11â€“22. https://doi.org/10.1016/J.PALAEO.2010.11.016",late Miocene samples,Reported Family,extrapolated based on extant relatives,NA,"1, 104, Zin-Maung-Maung-Thein 2011",Open grassland grazer,Mouth,,NA,soft,,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Hippidion_devillei,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Craniodental + Isotopes (C13) Species,"MacFadden, B. J., & Shockey, B. J. (1997). Ancient feeding ecology and niche differentiation of Pleistocene mammalian herbivores from Tarija, Bolivia: Morphological and isotopic evidence. Paleobiology, 23(1), 77â€“100. https://doi.org/10.1017/S0094837300016651; ï»¿SÃ¡nchez, B., Prado, J. L., & Alberdi, M. T. (2006). Ancient feeding, ecology and extinction of Pleistocene horses from the Pampean Region, Argentina. Ameghiniana, 43(2), 427â€“436.","tooth isotopes, molar length, ratio of muzzle width/molar length, hypsodonty index",Reported Family,extrapolated based on extant relatives,NA,Inferred from extant relatives,NA,Mouth,,,hoofed,Unidactyl hoof,Reported morphology Family,NA,NA,NA,NA,Gregarious,Assumed,"Alberdi, Maria T., Laura Miotti, and Jos_ L. Prado. Hippidion saldiasi Roth, 1899 (Equidae, Perissodactyla), at the Piedra Museo Site (Santa Cruz, Argentina): Its implication for the regional economy and environmental reconstruction. Journal of Archaeological Science 28.4 (2001): 411-419.",,,,,NA
Hippidion_principale,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Isotopes (C13+018) Species,"SÃ¡nchez, B., Prado, J. L., & Alberdi, M. T. (2006). Ancient feeding, ecology and extinction of Pleistocene horses from the Pampean Region, Argentina. Ameghiniana, 43(2), 427â€“436.",C3 grazers to C3/C4 mixed-feeders,Reported Family,extrapolated based on extant relatives,NA,Inferred from extant relatives,NA,Mouth,,NA,hoofed,Unidactyl hoof,Reported morphology Family,NA,NA,NA,NA,Gregarious,Assumed,"Alberdi, Maria T., Laura Miotti, and Jos_ L. Prado. Hippidion saldiasi Roth, 1899 (Equidae, Perissodactyla), at the Piedra Museo Site (Santa Cruz, Argentina): Its implication for the regional economy and environmental reconstruction. Journal of Archaeological Science 28.4 (2001): 411-419.",,,,,NA
Hippocamelus_antisensis,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Hippocamelus_bisulcus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Hippopotamus_amphibius,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,"1,2",NA,"1, 104",NA,Mouth,,NA,soft,,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Hippopotamus_lemerlei,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Isotopes (C13) Species,"Bond, W. J., Silander Jr, J. A., Ranaivonasy, J., & Ratsirarson, J. (2008). The antiquity of Madagascarâ€™s grasslands and the rise of C4 grassy biomes. Journal of Biogeography, 35(10), 1743â€“1758. https://doi.org/10.1111/j.1365-2699.2008.01923.x",NA,Reported Family,extrapolated based on extant relatives,NA,"Boisserie Jean-Renaud. Systématique phylogénétique des Hippopotamidae fossiles d'Afrique : problèmes actuels. In: Annales d'Ethiopie. Volume 17, année 2001. pp. 185-204",NA,Mouth,,NA,soft,,Reported morphology Genus,0,0,0,0,Solitary/pairs,NA,"Boisserie Jean-Renaud. Systématique phylogénétique des Hippopotamidae fossiles d'Afrique : problèmes actuels. In: Annales d'Ethiopie. Volume 17, année 2001. pp. 185-204",,,,,NA
Hippopotamus_madagascariensis,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Isotopes (C13) Species,"Crowley & Samonds, 2013 The Holocene",,Reported Family,extrapolated based on extant relatives,NA,"1, 104, Stuenes S. 1989. Journal of Vertebrate Paleontology 9(3): 241-268",NA,Mouth,,NA,soft,,Reported morphology Genus,0,0,0,0,NA,NA,NA,,,,,NA
Hippotragus_equinus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Hippotragus_leucophaeus,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Dental wear (mesowear) Species,"Stynder, D. D. (2009). The diets of ungulates from the hominid fossil-bearing site of Elandsfontein, Western Cape, South Africa. Quaternary Research, 71(1), 62â€“70. https://doi.org/10.1016/J.YQRES.2008.06.003",NA,Reported Family,extrapolated based on extant relatives,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,NA,NA,NA,,,,,NA
Hippotragus_niger,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Holmesina_occidentalis,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Craniodental Species,"De Iuliis, G., Bargo, M. S., & VizcaÃ_no, S. F. (2000). Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology, 20(4), 743â€“754. https://doi.org/10.1671/0272-4634(2000)020[0743:VISMAM]2.0.CO;2","""""""""""""""""Grazer""""""""""""""""",Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",Inferred from absence of evidence,NA,Mouth,,Croft 2016,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Holmesina_paulacoutoi,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Craniodental Species,"De Iuliis, G., Bargo, M. S., & VizcaÃ_no, S. F. (2000). Variation in skull morphology and mastication in the fossil giant armadillos Pampatherium spp. and allied genera (Mammalia: Xenarthra: Pampatheriidae), with comments on their systematics and distribution. Journal of Vertebrate Paleontology, 20(4), 743â€“754. https://doi.org/10.1671/0272-4634(2000)020[0743:VISMAM]2.0.CO;2","""""""""""""""""Grazer""""""""""""""""",Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",Inferred from absence of evidence,NA,Mouth,,Croft 2016,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Holmesina_septentrionalis,yes,Reported,"Davis, M. 2017. What North America‰Û¡Ì_åÁÌÎÌùÌ´åÈs skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,Estimated Craniodental Species,"McDonald, H. G. (2005). Paleoecology of Extinct Xenarthrans and the Great American Biotic Interchange. Bulletin of the Florida Museum of Natural History, 45(4), 313â€“333.","""""""""""""""""Primarily a grazer""""""""""""""""",Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",Inferred from absence of evidence,NA,Mouth,,Inferred,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Lopes et al. 2016 Ichnos,NA
Hoplophorus_euphractus,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Expert Species,"Dantas, M. A. T., & Cozzuol, M. A. (2016). The Brazilian Intertropical Fauna from 60 to About 10 ka B.P.: Taxonomy, Dating, Diet, and Paleoenvironments. In Marine Isotope Stage 3 in Southern South America, 60 KA B.P.-30 KA B.P. (pp. 207â€“226). Springer, Cham. https://doi.org/10.1007/978-3-319-40000-6_12","""""""""""""""""Grazer""""""""""""""""",Inferred: methods unclear but is a likely possibility,Smith et al. 2010,"The extant relatives, armadillos, are insectivores and have simple sac stomachs. Some have suggested the same for glyptodonts (Bocherens et al. 2017), but how they could sustain their metabolism as herbivores without fermentation seems dubious. Bocherens et al. 2017 found that their isotopic values (for Doedicurus spp, Glyptodon spp, Glyptotherium) suggested either aquatic habitat or a high fermentation rate. Vizcaino et al. 2011 suggested that given the estimated low metabolic rate of Xenarthans but the relatively complex teeth of cingulates compared to sloths, that sloths have higher fermentation in digestive tract than glyptodonts. These animals were likely hindgut and likely hingut colon, since there are no large mammals that use caecums",Inferred from absence of evidence,NA,Mouth,,Inferred,soft,,Superina and Loughry 2011,NA,NA,NA,NA,NA,NA,NA,,,,,NA
